history_date,primary_index,sub_index,price_change,total_value,price_change_weighted
2020-01-01,Secondary Producer Price Index,Salvaged materials,1.044427,13353555549578.348,0.00721
2020-01-01,Secondary Producer Price Index,Starbase structures,1.084436,727509748793.0328,0.000746
2020-01-01,Secondary Producer Price Index,Station components,1.104639,208183123952.9536,0.000264
2020-01-01,Secondary Producer Price Index,Tech II construction components,1.019227,1695292804879.329,0.000396
2020-01-01,Secondary Producer Price Index,Tech III Subsystem Components,0.95103,32158869187.2346,-1.9e-05
2020-02-01,Consumer Price Index,Accessories,0.990995,133367805690427.3,-0.002893
2020-02-01,Consumer Price Index,Ammo,0.99591,8477231783172.991,-8.3e-05
2020-02-01,Consumer Price Index,Apparel,1.100187,478953430044.8748,0.000115
2020-02-01,Consumer Price Index,Boosters,0.980534,1480495387708.7913,-6.9e-05
2020-02-01,Consumer Price Index,Citadels,0.977086,1937919702976.26,-0.000107
2020-02-01,Consumer Price Index,Commodity,1.005784,4674094655239.666,6.5e-05
2020-02-01,Consumer Price Index,Complimentary ships,0.862551,31742231831.9627,-1e-05
2020-02-01,Consumer Price Index,Drone,0.99425,1810856491609.23,-2.5e-05
2020-02-01,Consumer Price Index,Drones,1.001809,13432871479840.994,5.8e-05
2020-02-01,Consumer Price Index,Faction Ships,0.983472,19079791401009.105,-0.000759
2020-02-01,Consumer Price Index,Fighter,0.917428,189518622949.1094,-3.7e-05
2020-02-01,Consumer Price Index,Ice Products,0.994446,7067494611373.955,-9.4e-05
2020-02-01,Consumer Price Index,Implant,0.93527,7125599923327.161,-0.001111
2020-02-01,Consumer Price Index,Implants,0.976546,25096204337904.562,-0.001418
2020-02-01,Consumer Price Index,Insignias,0.990853,2705140370712.535,-5.9e-05
2020-02-01,Consumer Price Index,Officer Modules,0.838033,123582005904.3902,-4.8e-05
2020-02-01,Consumer Price Index,Orbitals,1.011409,130583581898.1651,3e-06
2020-02-01,Consumer Price Index,POS Fuel,0.954253,3210135094527.59,-0.000353
2020-02-01,Consumer Price Index,Planetary Infrastructure,1.167313,63008136561.6377,2.5e-05
2020-02-01,Consumer Price Index,SKINs,1.090507,3728015190628.604,0.000813
2020-02-01,Consumer Price Index,Scripts,1.215377,15796890294.5604,8e-06
2020-02-01,Consumer Price Index,Security Tags,0.955013,356448717683.1382,-3.8e-05
2020-02-01,Consumer Price Index,Services,1.072943,7164231741151.636,0.001259
2020-02-01,Consumer Price Index,Skills,0.938425,10009655176102.023,-0.001485
2020-02-01,Consumer Price Index,Sovereignty Structures,0.993306,73576521115.7988,-1e-06
2020-02-01,Consumer Price Index,Starbase structures,1.023738,1920169115580.381,0.000109
2020-02-01,Consumer Price Index,Structure,1.089473,3447586958297.164,0.000743
2020-02-01,Consumer Price Index,Structure Module,0.922646,2080696488487.7542,-0.000387
2020-02-01,Consumer Price Index,Subsystem,1.094577,2632674082220.4854,0.000599
2020-02-01,Consumer Price Index,Tech I Rigs,0.98067,4833550945288.268,-0.000225
2020-02-01,Consumer Price Index,Tech I modules,0.938523,66373037595336.26,-0.009832
2020-02-01,Consumer Price Index,Tech I ships,1.040989,25613622620114.66,0.002529
2020-02-01,Consumer Price Index,Tech II Rigs,0.988651,11820541561713.764,-0.000323
2020-02-01,Consumer Price Index,Tech II modules,1.010809,14078206778293.957,0.000366
2020-02-01,Consumer Price Index,Tech II ships,0.99704,26987370866958.215,-0.000192
2020-02-01,Consumer Price Index,Tech III ships,1.147205,3373759440861.646,0.001196
2020-02-01,Mineral Price Index,High-End Minerals,1.207512,2863482765770.0015,0.068551
2020-02-01,Mineral Price Index,Low-End Minerals,1.124867,5804592443110.465,0.083617
2020-02-01,Primary Producer Price Index,Advanced Moon Materials,0.997371,6553562994765.087,-0.000496
2020-02-01,Primary Producer Price Index,Alloys & Compounds,2.39996,694741134.888,2.8e-05
2020-02-01,Primary Producer Price Index,Asteroid,1.148907,2077070623546.1604,0.008921
2020-02-01,Primary Producer Price Index,Blueprint,0.98731,451315551372.0133,-0.000165
2020-02-01,Primary Producer Price Index,Blueprints,1.000968,1718812796230.684,4.7e-05
2020-02-01,Primary Producer Price Index,Commodity,1.767342,390494897490.1139,0.008643
2020-02-01,Primary Producer Price Index,Datacores,0.99284,1339536373157.9485,-0.000276
2020-02-01,Primary Producer Price Index,Decryptors,1.011325,701917703435.1504,0.000229
2020-02-01,Primary Producer Price Index,Hybrid polymers,0.977397,665501122311.4268,-0.000433
2020-02-01,Primary Producer Price Index,Ice,0.992838,1798386685827.7664,-0.000371
2020-02-01,Primary Producer Price Index,Ore,1.149636,5632727032650.098,0.024312
2020-02-01,Primary Producer Price Index,Planetary Processed Materials,1.127536,728559954658.5507,0.00268
2020-02-01,Primary Producer Price Index,Planetary Raw Materials,1.040056,20098019543.6601,2.3e-05
2020-02-01,Primary Producer Price Index,Planetary Refined Commodities,1.043422,764625809262.7197,0.000957
2020-02-01,Primary Producer Price Index,Planetary Specialized Commodities,1.167587,962898160689.2836,0.004654
2020-02-01,Primary Producer Price Index,Processed Moon Materials,1.012914,686961127744.6613,0.000255
2020-02-01,Primary Producer Price Index,Raw Moon Materials,1.022277,10052448421831.424,0.006459
2020-02-01,Primary Producer Price Index,Sleeper relics,1.200999,122255533255.5645,0.000708
2020-02-01,Secondary Producer Price Index,Accessories,1.01933,48534997911973.84,0.011217
2020-02-01,Secondary Producer Price Index,Advanced Capital Construction Components,0.683,8619471961.5768,-3.2e-05
2020-02-01,Secondary Producer Price Index,Ancient Salvaged Materials,1.321784,506099039009.4885,0.001947
2020-02-01,Secondary Producer Price Index,Blueprint,0.988044,229760077678.8193,-3.2e-05
2020-02-01,Secondary Producer Price Index,Blueprints,1.002151,3173554378033.3984,8.1e-05
2020-02-01,Secondary Producer Price Index,Boosters,1.054755,9684912271.1498,6e-06
2020-02-01,Secondary Producer Price Index,Capital Ship Components,1.093091,223999688064.2213,0.000249
2020-02-01,Secondary Producer Price Index,Commodity,0.912907,8990843494696.67,-0.009362
2020-02-01,Secondary Producer Price Index,Planetary Advanced Commodities,0.992753,2829887741795.8555,-0.000245
2020-02-01,Secondary Producer Price Index,Planetary Commodities,1.081732,165950747482.9556,0.000162
2020-02-01,Secondary Producer Price Index,Planetary Refined Commodities,0.981428,2186706262188.3057,-0.000485
2020-02-01,Secondary Producer Price Index,Planetary Specialized Commodities,1.044265,1824919457014.306,0.000965
2020-02-01,Secondary Producer Price Index,Salvaged materials,0.917925,12420049966596.982,-0.012188
2020-02-01,Secondary Producer Price Index,Starbase structures,0.97056,788175132633.4777,-0.000277
2020-02-01,Secondary Producer Price Index,Station components,0.94603,106579676624.9945,-6.8e-05
2020-02-01,Secondary Producer Price Index,Tech II construction components,0.986913,1576169119822.2852,-0.000246
2020-02-01,Secondary Producer Price Index,Tech III Subsystem Components,1.188845,55913918834.0289,0.000126
2020-03-01,Consumer Price Index,Accessories,1.001607,126183428669257.27,0.000521
2020-03-01,Consumer Price Index,Ammo,1.008669,8674154855170.457,0.000193
2020-03-01,Consumer Price Index,Apparel,0.969083,404067388964.016,-3.2e-05
2020-03-01,Consumer Price Index,Boosters,0.934065,1107307657646.2263,-0.000187
2020-03-01,Consumer Price Index,Citadels,1.03529,1911146869293.5833,0.000173
2020-03-01,Consumer Price Index,Commodity,0.978622,4045353464891.588,-0.000222
2020-03-01,Consumer Price Index,Complimentary ships,0.970064,28781423336.4975,-2e-06
2020-03-01,Consumer Price Index,Drone,0.915148,1928629133064.28,-0.00042
2020-03-01,Consumer Price Index,Drones,0.975247,12290318602296.074,-0.000782
2020-03-01,Consumer Price Index,Faction Ships,0.99396,17916692166151.418,-0.000278
2020-03-01,Consumer Price Index,Fighter,1.108242,196423958872.2909,5.4e-05
2020-03-01,Consumer Price Index,Ice Products,1.000693,6608455591662.496,1.1e-05
2020-03-01,Consumer Price Index,Implant,0.963652,7570402065204.736,-0.000707
2020-03-01,Consumer Price Index,Implants,1.013556,22973181087151.18,0.000801
2020-03-01,Consumer Price Index,Insignias,0.977242,2848716713724.841,-0.000166
2020-03-01,Consumer Price Index,Officer Modules,1.119573,86238273306.3283,2.6e-05
2020-03-01,Consumer Price Index,Orbitals,1.140884,145302189654.6514,5.2e-05
2020-03-01,Consumer Price Index,POS Fuel,0.970676,2989387583993.212,-0.000225
2020-03-01,Consumer Price Index,Planetary Infrastructure,0.941734,47115344535.7163,-7e-06
2020-03-01,Consumer Price Index,SKINs,1.092462,3255125995695.0654,0.000774
2020-03-01,Consumer Price Index,Scripts,1.060433,22640517609.7556,3e-06
2020-03-01,Consumer Price Index,Security Tags,0.959479,352031554972.3155,-3.6e-05
2020-03-01,Consumer Price Index,Services,0.985906,3609819175807.641,-0.00013
2020-03-01,Consumer Price Index,Skills,0.972836,8527311882788.601,-0.000595
2020-03-01,Consumer Price Index,Sovereignty Structures,1.178896,103595221602.6067,4.7e-05
2020-03-01,Consumer Price Index,Starbase structures,1.019223,2057127907006.0918,0.000101
2020-03-01,Consumer Price Index,Structure,0.963738,3678086289809.684,-0.000343
2020-03-01,Consumer Price Index,Structure Module,0.915106,2025072762232.9429,-0.000442
2020-03-01,Consumer Price Index,Subsystem,1.109316,3012343059796.9893,0.000847
2020-03-01,Consumer Price Index,Tech I Rigs,0.778485,3565337165361.88,-0.002031
2020-03-01,Consumer Price Index,Tech I modules,0.941292,60719642663423.586,-0.009169
2020-03-01,Consumer Price Index,Tech I ships,1.115075,26634531513334.1,0.007884
2020-03-01,Consumer Price Index,Tech II Rigs,0.939694,10405302888652.215,-0.001614
2020-03-01,Consumer Price Index,Tech II modules,0.997696,13155973633841.557,-7.7e-05
2020-03-01,Consumer Price Index,Tech II ships,1.012577,25473686938374.824,0.000824
2020-03-01,Consumer Price Index,Tech III ships,1.134883,4190337942759.5874,0.001453
2020-03-01,Mineral Price Index,High-End Minerals,1.068441,3365004694208.4805,0.022645
2020-03-01,Mineral Price Index,Low-End Minerals,1.137113,6804799970289.948,0.091744
2020-03-01,Primary Producer Price Index,Advanced Moon Materials,0.969825,5583298148520.665,-0.005099
2020-03-01,Primary Producer Price Index,Alloys & Compounds,0.308189,317106318.5468,-6e-06
2020-03-01,Primary Producer Price Index,Asteroid,1.129526,2451317253312.0312,0.00961
2020-03-01,Primary Producer Price Index,Blueprint,0.994622,396864722927.2756,-6.4e-05
2020-03-01,Primary Producer Price Index,Blueprints,0.988342,1589898832460.94,-0.000561
2020-03-01,Primary Producer Price Index,Commodity,1.201697,547243400619.5734,0.003341
2020-03-01,Primary Producer Price Index,Datacores,0.987712,1211704594666.652,-0.00045
2020-03-01,Primary Producer Price Index,Decryptors,0.873206,576012333061.5869,-0.00221
2020-03-01,Primary Producer Price Index,Hybrid polymers,0.998786,748679145140.825,-2.7e-05
2020-03-01,Primary Producer Price Index,Ice,0.968484,1676173407824.7952,-0.001599
2020-03-01,Primary Producer Price Index,Ore,1.220618,5549351367377.47,0.037058
2020-03-01,Primary Producer Price Index,Planetary Processed Materials,0.973153,626397708070.49,-0.000509
2020-03-01,Primary Producer Price Index,Planetary Raw Materials,1.206159,26508110644.1924,0.000165
2020-03-01,Primary Producer Price Index,Planetary Refined Commodities,1.140371,849978208808.1604,0.003611
2020-03-01,Primary Producer Price Index,Planetary Specialized Commodities,1.14894,1213709470283.2405,0.005471
2020-03-01,Primary Producer Price Index,Processed Moon Materials,1.000704,491614488921.1225,1e-05
2020-03-01,Primary Producer Price Index,Raw Moon Materials,0.999659,9377017927316.49,-9.6e-05
2020-03-01,Primary Producer Price Index,Sleeper relics,0.940247,120757571954.7927,-0.000218
2020-03-01,Secondary Producer Price Index,Accessories,0.975845,40842671874540.47,-0.013737
2020-03-01,Secondary Producer Price Index,Advanced Capital Construction Components,0.685551,5966497356.7884,-2.6e-05
2020-03-01,Secondary Producer Price Index,Ancient Salvaged Materials,1.150972,581807716725.5782,0.001223
2020-03-01,Secondary Producer Price Index,Blueprint,0.987643,195288859411.9244,-3.3e-05
2020-03-01,Secondary Producer Price Index,Blueprints,0.996962,2813827556577.959,-0.000119
2020-03-01,Secondary Producer Price Index,Boosters,1.167418,16591201395.6131,3.8e-05
2020-03-01,Secondary Producer Price Index,Capital Ship Components,1.048075,206124640795.4496,0.000137
2020-03-01,Secondary Producer Price Index,Commodity,0.884544,7966500100711.475,-0.012807
2020-03-01,Secondary Producer Price Index,Planetary Advanced Commodities,1.040806,2857679710609.803,0.001623
2020-03-01,Secondary Producer Price Index,Planetary Commodities,1.102557,172984046250.4536,0.000247
2020-03-01,Secondary Producer Price Index,Planetary Refined Commodities,0.998732,2021547893307.182,-3.5e-05
2020-03-01,Secondary Producer Price Index,Planetary Specialized Commodities,0.989883,1907602650081.2764,-0.000268
2020-03-01,Secondary Producer Price Index,Salvaged materials,0.778641,9827669797316.951,-0.030291
2020-03-01,Secondary Producer Price Index,Starbase structures,0.950218,667771371684.7056,-0.000462
2020-03-01,Secondary Producer Price Index,Station components,0.854029,127445217770.9945,-0.000259
2020-03-01,Secondary Producer Price Index,Tech II construction components,0.99225,1553693890505.7837,-0.000167
2020-03-01,Secondary Producer Price Index,Tech III Subsystem Components,1.075833,51087777989.5606,5.3e-05
2020-04-01,Consumer Price Index,Accessories,0.964339,126073849725454.6,-0.011149
2020-04-01,Consumer Price Index,Ammo,1.070875,9513011443747.611,0.001672
2020-04-01,Consumer Price Index,Apparel,0.969998,391647461919.2917,-2.9e-05
2020-04-01,Consumer Price Index,Boosters,1.022478,1276273249703.533,7.1e-05
2020-04-01,Consumer Price Index,Citadels,1.059078,1846480608511.1467,0.00027
2020-04-01,Consumer Price Index,Commodity,1.003376,4171543507728.687,3.4e-05
2020-04-01,Consumer Price Index,Complimentary ships,0.767306,20842957783.3136,-1.2e-05
2020-04-01,Consumer Price Index,Drone,0.944151,1812347461314.3572,-0.000251
2020-04-01,Consumer Price Index,Drones,0.946694,11412923682477.994,-0.001508
2020-04-01,Consumer Price Index,Faction Ships,1.007616,18408929462060.23,0.000347
2020-04-01,Consumer Price Index,Fighter,1.091419,239100851205.3508,5.4e-05
2020-04-01,Consumer Price Index,Ice Products,0.990761,7029135558999.86,-0.000161
2020-04-01,Consumer Price Index,Implant,1.037742,8149459787608.072,0.000762
2020-04-01,Consumer Price Index,Implants,0.987439,22904568418151.68,-0.000713
2020-04-01,Consumer Price Index,Insignias,0.97357,2814897038497.2944,-0.000184
2020-04-01,Consumer Price Index,Officer Modules,0.896966,100769716665.002,-2.5e-05
2020-04-01,Consumer Price Index,Orbitals,0.990717,143310265301.6636,-3e-06
2020-04-01,Consumer Price Index,POS Fuel,0.991121,3201404828631.7456,-7e-05
2020-04-01,Consumer Price Index,Planetary Infrastructure,0.977538,62522563817.0596,-3e-06
2020-04-01,Consumer Price Index,SKINs,1.096684,3348612158933.162,0.000802
2020-04-01,Consumer Price Index,Scripts,1.198767,19764254091.6255,9e-06
2020-04-01,Consumer Price Index,Security Tags,1.181375,523843008064.6043,0.000235
2020-04-01,Consumer Price Index,Services,0.905614,2684683807178.4023,-0.000628
2020-04-01,Consumer Price Index,Skills,1.130456,9818568388848.027,0.003176
2020-04-01,Consumer Price Index,Sovereignty Structures,0.839382,101482460404.724,-4e-05
2020-04-01,Consumer Price Index,Starbase structures,0.991387,2103441257842.6792,-4.4e-05
2020-04-01,Consumer Price Index,Structure,0.96376,3661385236312.0,-0.000329
2020-04-01,Consumer Price Index,Structure Module,0.94833,2402124461316.881,-0.000307
2020-04-01,Consumer Price Index,Subsystem,0.867669,2708654338083.231,-0.000888
2020-04-01,Consumer Price Index,Tech I Rigs,0.914417,3692150157546.285,-0.000783
2020-04-01,Consumer Price Index,Tech I modules,1.019064,65777172250208.57,0.003109
2020-04-01,Consumer Price Index,Tech I ships,1.087888,28021000416513.945,0.006107
2020-04-01,Consumer Price Index,Tech II Rigs,0.986045,11120572384035.482,-0.000384
2020-04-01,Consumer Price Index,Tech II modules,1.079112,15557443674697.797,0.003052
2020-04-01,Consumer Price Index,Tech II ships,1.023633,28040103633890.766,0.001643
2020-04-01,Consumer Price Index,Tech III ships,0.941605,4078326108763.4673,-0.00059
2020-04-01,Mineral Price Index,High-End Minerals,1.070534,3067924271195.499,0.021093
2020-04-01,Mineral Price Index,Low-End Minerals,1.090776,7190595474637.813,0.063628
2020-04-01,Primary Producer Price Index,Advanced Moon Materials,1.067442,6106566678771.554,0.012063
2020-04-01,Primary Producer Price Index,Alloys & Compounds,1.191916,368928118.9952,2e-06
2020-04-01,Primary Producer Price Index,Asteroid,1.101989,3076277795956.8354,0.009189
2020-04-01,Primary Producer Price Index,Blueprint,1.020151,377248755369.6686,0.000222
